job_title,location,company,reviews,ratings,date,sponsoredby,summary,job_link
Data Analyst,"Bengaluru, Karnataka",TARGET,0,0.0,,Target Corporation,"Gathers required data and performs data analysis to support business need.
Interprets results using a variety of techniques, ranging from simple data…",https://www.indeed.co.in/pagead/clk?mo=r&ad=-6NYlbfkN0Bw1nCGA-im3c4lgntbkPrUhn0MUCqHQfBGSPMwLfRyc1nBp8EI3dBSOsTUA7gh_lYYyrDRV1bh8SpQC0Vqcd-Z-kmnMtXW0VYLfocEgxgsOm41tYhy30TNoyg6NY1l9Bt423uQyZgM6iq68_Es4eMxrfCYaFsPy1n92W_6oamn3KMp-o7f1Oi0pjHaZGBN9rdsvD_yC7jiGhiU_W-C2YXyIZlhUj9IkjKk0dyCY4Cz-ycMbphZWkzruy8cQYxSeHwpW0tBREVBs21UNPb1nptObCLVzMEi1Bc6gzTkNYUh3uSnVXpluG6FAklOym5oFV9-64lizZPCcAOeluDmZ1nGPg496e5jT5a6aDBsdHeOa9sHP1_u0Rt7FxNLK_Q01DaMR956fjf0-bkGvKZTDVWrEg7iwwICoCNhZZLZy7XFOQY8vCbTyEtdbczXnyjpfBOWuulX4pFlKL0oQP8FHgzjzbMKrzpBcoKH1KyslwefXPc7ecfBKVAV6m5sdjtldCETpX5dwLoLaYptrmweM78kw-sLvUNhl6JdBzRYZOspxK-MMz-KJlwDwFDNcjtm9uw_dUmu6LI-sJPW_uyfN8knv0faq2jtNpwelxaeAeHG_-xCj8JY4WDZOunZryB8_9k2Aqa9t90qBrUacsuTVgkNMIOolxohbKec1Rce0XbX1vXqEyy2tFwdGsooq7nnfEiEAXkGVV02o31oRVNbzBtlT-5ijuH8Bk-S3ouHPv6WsueJV8Kxc4vnNtXiKAbqVKyR0qgSqn44gaTEk9i3TkzOyIkL1y1lahWl3rhtuSv49wXvD1Ik-7HGBe1OIlJiWHRt4qMNXV_l96YTJh23E4cyfWrkS8k-wRaPYBemZFcxzw6HCFNKfmQ3oVweLNmUPEaeDDzZ5L1CWXSTnc6Jke1gamxm--13DnQ3brwhBTKEvcoD1D9Wkd_pBKirLbIYyjrpTozictmDGA==&p=0&fvj=0&vjs=3
Sr. Data Analyst,"Bengaluru, Karnataka",TARGET,0,0.0,,Target Corporation,"Excellent knowledge of database management, data extraction and manipulation skills.
Expertise in developing and transforming large data sets in Hadoop.",https://www.indeed.co.in/pagead/clk?mo=r&ad=-6NYlbfkN0Bw1nCGA-im3c4lgntbkPrUhn0MUCqHQfBGSPMwLfRyc1nBp8EI3dBSOsTUA7gh_lZbHnOIijaiMtSmjo76N0L07tRr3dErYm9v6hHlMWIQJu5Zk45whZfIBMwWE2NXYuC2gGDF5Mw2wy5Qmu95gjjnCxu-JFaqZgK4IF2rom3Ib5btxKvmvLLKexAMT7huY7fI95i6ugBbfWhXfEJ5HoHsMPZ-oFP5-nnKuWP91cw_8HYD_64Jq5qVvvOsRqHImuevYhox02bWbO5ghF-Wob6923se7tptqdRPSNvCwA9WyLlbo-LhK7YdpXdldUvdITV2A3KVlrRtp0Ef4ghRCa6w-aLh70YXtqmIxuVn4noVqdYEKcQDbDQsoKDbDrKocf2UiyHmYHvxZhZbieaChcC_aLUZFy19Qn11MMYVmLNm9-i4p73fZ16fJt00Yos4TH_sy6zDE97ZlBlE_PAtJKRvRjDryDXGYfQYUCbgooN-FyGgByC0IPQuVxg4im_2OgdqAuFwReG8fhQ2bWXrNcGti07pFklUoIudIOjwKVbQoW_Fat-NP8-3zsZILP0Lv1mfSDIVTWkxGRc_PGjPYtxRQ88nOgWmREVyMm3WioJgAwyyfCxIyLJGC9tmI40-ZC2Kx2n4l1ba4CmRABlt2yx9t05QXPN1RyFXEWyInB_axZTC-egSimJtKBDaVcMSonyEvI2MAx9Y4p7gLQxmoYp3j5deBBTmR2bm9dD-0mnYN8DZWR0Wt7nfdC0FFhorBUTbuMglZLVvM16Bjx2y8SLo4vH34xLnyXc06r4rU7UOakoB5rLoBwKDNposwlwpdSenjh3HiUFikvULvC2H4B6XwFk3tX_9_CsD4V_naHZyDZCUrxe_4taQ2RwSf4KobUEPby2Gfwpfs1uLwfg068Ek6H2dnjoKOGQbyXVSdxubPWgqjNMiL39VRzBfYdVCFQr9KFYaXOkyrQ==&p=1&fvj=0&vjs=3
Data Scientist,"Bengaluru, Karnataka",Shoppist,0,0.0,9 months ago,,"R, Microsoft Excel, PHP, MySQL , Big Data.
Build the data and analytic systems which power the an advances recommendation engine.",https://www.indeed.co.in/rc/clk?jk=d2e14e6d8feadbe1&fccid=4be7575cea69a1ac&vjs=3
"Customer Marketing Data Operations, Senior Advisor (I8)","Bengaluru, Karnataka",Dell,0,0.0,4 days ago,,"Minimum of 8+ years of experience as a Business System Analyst or Data Analyst.
Managing the governance of data access, data usage.",https://www.indeed.co.in/rc/clk?jk=866c049b11f3b2ee&fccid=dd09fe3b43125016&vjs=3
Analyst,"Bengaluru, Karnataka",ResearchFox,0,0.0,30+ days ago,,"Involve in data base building, company/industry relevant data mining.
Need to extract data from Secondary Sources.
Should be able to think independently.",https://www.indeed.co.in/rc/clk?jk=6419474b547b9b28&fccid=5bcaf6c94a39d4ca&vjs=3
Business Analyst,"Bengaluru, Karnataka",Homlot,0,0.0,30+ days ago,,"Experience in e-commerce applications, pricing algorithms, ERP applications and UX.
Ability to develop technical product definitions.",https://www.indeed.co.in/rc/clk?jk=c613d267437993e6&fccid=28d5629e2372b811&vjs=3
Sr. Specialist - Payroll Data & Controls,"Bengaluru, Karnataka",Diageo,0,0.0,30+ days ago,,"Demonstrable understanding of Data at Rest (DAR) and Data at Motion (DIM) methodologies and technology application in Web, Email, Storage.",https://www.indeed.co.in/rc/clk?jk=812e5bca5eba81e6&fccid=942d238ea16c5cd0&vjs=3
Sr Data Scientist - Statistical Modeling,"Bengaluru, Karnataka",TARGET,0,0.0,5 days ago,,"As a Senior Data Scientist in Data Science & Analytics, you’ll:
Execute solutions to business problems using data analysis, data mining, forecasting,…",https://www.indeed.co.in/rc/clk?jk=72bbc19e6af93fbc&fccid=15f43d82dc901ff2&vjs=3
Lead Analyst - Reporting & Analysis,"Bengaluru, Karnataka",Fidelity Investments,0,0.0,30+ days ago,,"Maintaining the data quality and brining new value on all deliverables.
Engaging with India business stakeholders to ensure data reported accurately all time.",https://www.indeed.co.in/rc/clk?jk=6d350668c6fee6fb&fccid=deb234f9dd3edcea&vjs=3
Officer - Business Analyst,"Bengaluru, Karnataka",State Street,0,0.0,15 days ago,,"Commit to the implementation and execution of daily data validation processes and quality controls.
Collaborate with various internal business units and…",https://www.indeed.co.in/rc/clk?jk=4e8f3d3e24693424&fccid=92f1ccd9154b0139&vjs=3
Senior Data Scientist,"Bengaluru, Karnataka",Fuzzy Logix,0,0.0,16 days ago,,"Most of the big data problems are towards being able to predict future outcomes.
Engineering or Master’s Degree in Mathematics, Physics, Statistics or Economics…",https://www.indeed.co.in/rc/clk?jk=e916b50d06518ae2&fccid=f83d180dcaab5e59&vjs=3
Technology Director - Big Data,"Bengaluru, Karnataka",JP Morgan Chase,0,0.0,17 days ago,,"You will participate in project planning sessions with project managers, business analysts, quality assurance analysts and team members to analyze business…",https://www.indeed.co.in/rc/clk?jk=2d05a61745d25a08&fccid=c46d0116f6e69eae&vjs=3
"Media Analyst, Ad Operations","Bengaluru, Karnataka",TARGET,0,0.0,,Target Corporation,"As an AdOperations Analyst, you will leverage your position as a subject matter expert in digital ad operations to meet the needs of brand category marketing…",https://www.indeed.co.in/pagead/clk?mo=r&ad=-6NYlbfkN0Bw1nCGA-im3c4lgntbkPrUhn0MUCqHQfBGSPMwLfRyc8VeRz8gXrErM8UAxe9Ud9U_AVTB-hWpnWEDki_sK0W2wobEC00AwC9rP5lwIRoXRNc8FA8lRICxI3CBVlG7BkZ1lkeUd8nBgcB5lJCLozaUnqYjTjIsz907msQ7_SYkjpgmanL11Yyf58NHPoV_xCufWFbuPNNZz9-NBwnr410ZzESCCJ-SfsLEjUFKzTEn10bm1b4c0-SZkPXiSq_gazsndNRJkpP9x96DkJqq55v_2j9VRn9uzIXhRiX98ueZaUbXbtt8fMIEgKnp22K1vU6IzFlGgf9IeSDIBNkDJqP3MQJqBebeFh9eASpsSH7koBNd3UjDgaQqvY8jeLkjLzWj8sGXgR5BvqfDYEAHkyomGbmsdGZbht_ojEqcBy1LdOAQvUOuhsaz7MGwtQN7CW07_y5UYOn1Nww24gf_3IDOF2RAgVKM9_yu5HxAJOOseqHE6iNH8e5TyOxXU3bUO5MsQQ3OBdW7XLG3T6voZrqO9Sj0xmXxvBpjd6ZKf0x_CZo8KuHe2iycO7TC2jU9_wTqMBadYHMjN8bDIMlAcZf8-ChMyHgWyErcl-BTSoUw75R4IE-H_1lIrrN3a2ChIW1lkNLxWOB_Z8l3ljfyWZHg_TxqorvS9S4JaGdnnjJXJllqfWFr8lwufqUhBKugg6wa5g42PwHlfE-jlCu2KUNcdgIaIKrbGoUSF7o5buRbm_-Qmpf24kR4IKwzIjPo5z0bdbQZGkwYcrjo86OIVypPDv92_ATIvwcg8QgtuqTNA10EAcjhCn5xPEuwEP3m_7HQhkuijrdBTeyyebS8ejv8aryuJ-SLzxuBWIzpiHQ9dOOgd3Tbpkf04kASt6gqAPIdbwHGSW81rcEV5422t1OVoaMwISMDotcg8LJITrKgHdEw2eQLKqSAqT9pdDFbpNzlycCYfFHuYqzak-T1mv_c&p=12&fvj=0&vjs=3
Sr. Data Analyst,"Bengaluru, Karnataka",TARGET,0,0.0,,Target Corporation,"Excellent knowledge of database management, data extraction and manipulation skills.
Expertise in developing and transforming large data sets in Hadoop.",https://www.indeed.co.in/pagead/clk?mo=r&ad=-6NYlbfkN0Bw1nCGA-im3c4lgntbkPrUhn0MUCqHQfBGSPMwLfRyc1nBp8EI3dBSOsTUA7gh_lZbHnOIijaiMtSmjo76N0L07tRr3dErYm9v6hHlMWIQJu5Zk45whZfIBMwWE2NXYuC2gGDF5Mw2w4m01P3NvQCxWFa_jIRiLVmZVwQV0IqGWAU0n1aJ9uF2E15JsZum38cSt4Ou2VHTnfP8jEyOFWgD_-379MPNWN5WeDXLz6QS2k8JqWuK4jfDIxrpxid4Eqsqla3iH-E2naNNTEt682LFHDZc3rAyTN5D0M_x0yIGJ6iZJCHOSlMerVTGgAxsmEoJK8nv95BFAu6hmuS1t2CesngnBkvrtdKMa3WWtuxppXDZivmb9Db_vR05sFb_CVNL6mf5Vu-25gC2gSxidHz8RIvUNTblOV1vr2CV4PEgFP7-bcmS2teI1u3PiJ5Inh_OJ7CtaNwCc3PZRMqixAov2qZ08W4LTQupGjXaliWVuDkY-R5-gmJOKOMfTIzd9TA0GqpXwway9T9DO9RRHKrHf8fDZYfFqFDzeC2D6yp3HASwq7QoeBvMg4aSeSfdKq0Hw1ysziwgg72mhKTIZelYaxnay4Tl9ssF-Q3M1utaixEq4bueKiN2T_mPMnC4ECyYjBRsxGFnyVFtIrd8tVPKcNIZF3Pm452dcPfmkcijRUmGqBcvP4yaC6Zoq1EIbkaREjMM-W90avbvpfmLd3n0qIM9jE69QWy8OGNF8OoTHzloGMrqryh62F6B8f-kLaXj4fZDz0v2CJvM45htOYjXQRkQ3EDW3sYPXQs_fuvugKvlJY2Q56prUm96LQmGS_iRsir0BSI48vVikjrHdZxkZKIgbWHxI5wKKZOvfPMF2tiXhxbXX4I2bWbhYhRQ8pracAmvkmWnmxwvnalnCj7_aF8Lr9yY-Qa8eqTw2nFeVj2AxaVUMdaiC0ilX7KERX_vUix6VJXv8Q==&p=0&fvj=0&vjs=3
Data Analyst,"Bengaluru, Karnataka",TARGET,0,0.0,,Target Corporation,"Gathers required data and performs data analysis to support business need.
Interprets results using a variety of techniques, ranging from simple data…",https://www.indeed.co.in/pagead/clk?mo=r&ad=-6NYlbfkN0Bw1nCGA-im3c4lgntbkPrUhn0MUCqHQfBGSPMwLfRyc1nBp8EI3dBSOsTUA7gh_lYYyrDRV1bh8SpQC0Vqcd-Z-kmnMtXW0VYLfocEgxgsOm41tYhy30TNoyg6NY1l9Bt423uQyZgM6kC7ECXRMNXRq-_hxvy5HWx-WtQggOhA05aQ3BohBUGBqCjNHcK6V9dyZCNl17XjdipRkalag5QRywVuBha1NYLcCx4E7triKu_jVQMQ-4fQpT9TdgWkcg4snZ8yrkvJSNctgcAl9PnZWa2CKXmUNRjOFwbn-TSBjmKs79e41itb7XHRymOVBn0b5OFkcGGjQn57GfCGjOtLGp4I5M9unAoR_UjWEKHyDD7WhOvYJNJLj1_KxYMMAmROFVJFfKmiczb3o9A4qfSFCkurzBLhxvbiZUMOv0a03ChZ0FDhGBglk42iU0_jv8DoOnXnc6H7ZnsvGcsqjvaXPswR-Z_jEo6ezjdKCDolciCwD2oPeWgTrLPbRShyioH0bofPGyzF4CGdxyDLzRHIR9BAghNz6DQV4HFSL-PpzQ7uAONuU8HEccmBboTwwMCR927hTExN-hSkdYpu1pIiw_gzraHy6yH2RFtwfFMG31Fn5QMGGEaoFgNNOkiwbewdCvqZCc5L5SBTHeGzqaBBafEMgetpGWH39VA0L88w5kZIk1kJxf3cp_ceY1-QySfKRm60wJy8U6d3zGdtFx_W5za8qwhFhjuQYK505vO64WYHQ1xLOyex41KwQ7vRHhJaF2gNWqnO5RZQu-7exi84nGSZrV40agIks2PC79fZKqJ1U7rGN1OVYSOBwTWYJc8hs49aaMVD46tqVUGE1CBgs3KeewbZi0r4UP6rlK1xn-y_AHi1Z6UIRv435bCItlMK9mDMEXoxIVpQpAds542aWMF3Yckv97AR0_4Aqryhdh6QtXVPqzk2EPoVFsJpVtafvBwHUwvoWA==&p=1&fvj=0&vjs=3
"Senior Analyst – Scouting & Exploration, Bangalore","Bengaluru, Karnataka",Novozymes,0,0.0,22 days ago,,"Handle and analyze large amounts of data.
Senior Analyst – Scouting & Exploration, Bangalore, India.
Prepare one-pagers and manage supporting data on investment…",https://www.indeed.co.in/rc/clk?jk=0a0d3d2cc2273b02&fccid=70bb6ba3b2bf0f0c&vjs=3
Production Support Analyst,"Bengaluru, Karnataka",Qlik,0,0.0,30+ days ago,,"How you will spend your time as our next Production Support Analyst.
Qlik helps enterprises around the world move faster, work smarter, and lead the way forward…",https://www.indeed.co.in/rc/clk?jk=81a0b09487569432&fccid=49ad47b3debb43f4&vjs=3
Recruitment AN,"Bengaluru, Karnataka",Accenture,0,0.0,11 days ago,,Recruitment Analyst is accountable for the delivery of candidates to meet the recruiting demand based on the Recruiting Plan.,https://www.indeed.co.in/rc/clk?jk=64e16997a87f39ce&fccid=a4e4e2eaf26690c9&vjs=3
BCAI_Big Data Engineer,"Bengaluru, Karnataka",Bosch Group,0,0.0,3 days ago,,"Design technology architectures required for data driven solutions, work closely with data scientists & engineers in this regard.
Some travel may be required.",https://www.indeed.co.in/rc/clk?jk=af369566b9099537&fccid=a2faf1301ac6ad4b&vjs=3
Empower Support Analyst,"Bengaluru, Karnataka",Novo Nordisk,0,0.0,27 days ago,,Empower system is the Novo Nordisk implementation of the standard Chromatography Data System (CDS) software package from Waters with additional interfaces to…,https://www.indeed.co.in/rc/clk?jk=ec4b93b5e37a94e9&fccid=0ee07a80a4e05d45&vjs=3
Product Analyst,"Bengaluru, Karnataka",Instawork,0,0.0,30+ days ago,,"Data Analysis, Statistical Analysis, SQL, R,.
Has 3+ years experience in a data analysis related profile for an e-commerce/internet company.",https://www.indeed.co.in/rc/clk?jk=0203de295011e996&fccid=dd616958bd9ddc12&vjs=3
Sr Analyst Loyalty Marketing,"Bengaluru, Karnataka",TARGET,0,0.0,30+ days ago,,"A passion for data and strong problem-solving skills.
Ability to interpret data to strategize Marketing tactics.
To achieve this, you will:",https://www.indeed.co.in/rc/clk?jk=23e2c219876ff617&fccid=15f43d82dc901ff2&vjs=3
Analyst - Market Risk Middle Office,"Bengaluru, Karnataka",JPMorgan Chase,0,0.0,26 days ago,,"The group is responsible for Market Risk data control and risk analysis covering various risk processes including VaR, FSI Stress, Stress VaR, Regulatory…",https://www.indeed.co.in/rc/clk?jk=2659ad6713834326&fccid=c46d0116f6e69eae&vjs=3
HRIS Analyst 1,"Bengaluru, Karnataka",Oracle,0,0.0,30+ days ago,,"HR Shared Services Operations Analyst.
Ability to manage vast amount of data efficiently.
Ensures data integrity in Oracle HRMS database by running regular…",https://www.indeed.co.in/rc/clk?jk=44f910ecd1c8bdce&fccid=cd22d01053af7669&vjs=3
Services Business Analyst,"Bengaluru, Karnataka",Dimension Data,0,0.0,30+ days ago,,"Join our growing global team and accelerate your career with Dimension Data.
Dimension Data is an equal opportunity employer with a global culture that embraces…",https://www.indeed.co.in/rc/clk?jk=4af818be7c7cde4c&fccid=75914e4a93ffbeca&vjs=3
"Media Analyst, Ad Operations","Bengaluru, Karnataka",TARGET,0,0.0,,Target Corporation,"As an AdOperations Analyst, you will leverage your position as a subject matter expert in digital ad operations to meet the needs of brand category marketing…",https://www.indeed.co.in/pagead/clk?mo=r&ad=-6NYlbfkN0Bw1nCGA-im3c4lgntbkPrUhn0MUCqHQfBGSPMwLfRyc8VeRz8gXrErM8UAxe9Ud9U_AVTB-hWpnWEDki_sK0W2wobEC00AwC9rP5lwIRoXRNc8FA8lRICxI3CBVlG7BkZ1lkeUd8nBgYdFFLY0tX72rMCn6Vb7G8iwI4pQWOPdIaTWXTMzm9JXnoPrd7TtqjO5Kh1kaY4NsK8-ue2RBRyKfPeGGnuPZyQ2IjkNej7tu8t3Kx89wOTgyszWXTEFY4YQes2Equ0rmql-mP-HftQGEhOTnbToBadp5kt7pvdBIf-SXKI9-6lLWBtGpYqoERjHwFIagz-VgPk2ntEmVKaenW13mkxu6r9wq2v4kWdMxTMw01-ObwmIRaNTeCSIWczKuO5WhEKhcJXOC933llkiuDlzYarGeWDAupIBCJBofyurJDSp8YEQuVw54hHVlfBFhMhLbbPHWt3WwNiuIcsAtGxoK_-BfTVujjcgMebiqipQrc7Pp1MKn5cuuwHN7iE6Vn7iBEEKGT4U2pB9DU1gpH8sHFwZrm426B37R30Y9kjwe1h6LUbrpKwphg3BGca6gmKt7ALFZsGXR_AxqiEc-gs2I8JMw5_dhN0Pi2WdeZ1dW-NVr3iBNBSE0MDQnC6WKo0tBtzFQFED0MEJ6dmEiepfWy4iPXfuYPBwKsz1RIcgFGLI0XLf-qOMrl9hohdGmmw2xf9kBw08kusFRB7sa7yGZ-RfI9cdfKqHnMKoOvnu2sBbXOifL6HjkirHru25h0P72LRWtALUeUXbr1dAhKgaY1et-sQWtRhCNTWeDd4DU8fGHJVU7JE4C_eGRwUQotiURcIxJ6LepztHbjle-FUGMNO1BWDG-7XQJEC6v3vw81lsTbq_d3x4Bb3HrkLhldaQv39XJU2DYYT39iQeQTx2Hs5--kGYixlHQD3OIbVMuhXzP1DnyW8xyWSqUJ3QZPFPT9zHMzkcWhme-d2g&p=12&fvj=0&vjs=3
Data Analyst,"Bengaluru, Karnataka",TARGET,0,0.0,,Target Corporation,"Gathers required data and performs data analysis to support business need.
Interprets results using a variety of techniques, ranging from simple data…",https://www.indeed.co.in/pagead/clk?mo=r&ad=-6NYlbfkN0Bw1nCGA-im3c4lgntbkPrUhn0MUCqHQfBGSPMwLfRyc1nBp8EI3dBSOsTUA7gh_lYYyrDRV1bh8SpQC0Vqcd-Z-kmnMtXW0VYLfocEgxgsOm41tYhy30TNoyg6NY1l9Bt423uQyZgM6oYtH5lk87oa4TFwSOiCvDMnJmmzH7FlHLCKxJ6_RlHgxZX3KkV65FvMaOMbBxrPEwZw_9XLKgY4J6fBGoUQXTEHxBsdddoEn5zxNtx4hjKXJKBFJZ1OvdAJKMbZ-wjEEBVKtoNH47ztJ0B9Gj8hq4X5pEcsg26PLEFpB08590RE6JwPE9xkoG0kIBsdC51szZSN2TH1aNjkr5tu-Wgp7Tm3OdeU6HpMsYHihBauScRWx8_EIE0LfQm_d6ekMU7oeJHi7LNEUng8pIstCWPqZZRWWdgzh0xHmPaoKDG-9xt_7umdbTHExQsYEUWVhpopXic_KrNIZTMI9dLdLjakw5EXoWfnJAQl_kYnRJUnahg106hucnpStJL2BRm4dAMhrPEC-eqA3aZ8MFrqdj0YbL84r-zJulcxgJlDNmxN9es5ZkafigEfhVeJlKUunQiS66wi85guL0j9F_W6VjtTihSik1zbLWna0YOoqaAlnAVti_tl-AdazDWigsbvCAWfrrMthSF4gSgaQjlh-NDuWmfANu0BoVOomel3tyi9Nc0cSNTD-ZEZ_sltFbAYBZC1AvlPb5mUihYvFFX6H5fHWDz53VCdEgZ6Hg2DaSpR7oRCHZ5jBgIX3KZWOZEyjTux7AkA0pbKGAgOmprnlHBhWl8DlJM4Q_W-AImY9VQsgAnLeH-r9-Rm_BeQVOKcDXS73a-T7HvfMXEGj988EWaDqyR44Kdtes2Z026f-UGoLUIQmSbPfSNxUYWJBTnd4hMzHMfqvGGem4lsQq98hGcvSKE0uQ2B1yta3qy4cBOz5C9l3W2IvFDxDNPHl1l1kcauLw==&p=0&fvj=0&vjs=3
Sr. Data Analyst,"Bengaluru, Karnataka",TARGET,0,0.0,,Target Corporation,"Excellent knowledge of database management, data extraction and manipulation skills.
Expertise in developing and transforming large data sets in Hadoop.",https://www.indeed.co.in/pagead/clk?mo=r&ad=-6NYlbfkN0Bw1nCGA-im3c4lgntbkPrUhn0MUCqHQfBGSPMwLfRyc1nBp8EI3dBSOsTUA7gh_lZbHnOIijaiMtSmjo76N0L07tRr3dErYm9v6hHlMWIQJu5Zk45whZfIBMwWE2NXYuC2gGDF5Mw2w94jwScRZVN5SWdlnhu05WD8IJ7TtXjjUAkS5RnUMO2cwSWEIXG1LbBJU96FT8Cped8UqAxeD-6W3cHJtQm6auu5XdvHosWfCNCQCzYH2iNOXwZTn2Vm-HJq_ORqgLqboEe8va9_eEn17EsZWOz8EhTxT_UGquRDefnTbVhW3KM-poQLRjEqQZmi1B4pBq0o-7pkcp-Co4i9yK4li3xcrOoaazqSXuHaCMy-nyChN6m3CQOT2q4LAWIKAwwS8DTY1929j0ZGxYivmmex3yUljztfE20vEWWOvhsUKdcv0b3kmSV6mA9sPECguzlQgE6gCdjoIvEqZ6TPAhNle3eGtOGcJm-_dvfUKS0V-YLsyhlYNf5gtvmI_FcFJo57WI6mUQDvx-1X-PAp8YedurE5pup3dJCnsrwFDOdG-knDnj5Fwei1ZpvjmcsKKSWYFnt4Tnjt-S_YZk8dvTF2pCVmlhO9_3p03xAj5mjLO8iyEBegWDbUkf0vKV-N2xnejoaCnVb5T4v-JXznR8enmOMeRIfW3G9eqNt4Z_r7eoZzmTGauxjmJXKF8xNTIPGtlFZ2QIEBrktw3_gLq4wokgo4FuxryyDOATv6gbLv7FJMj1I6iFqZSyBw70UoOYMERzS-CFgI5XFH_3_uDcD-Tm5CJh0H02L9sJ44HmmRCBiIhYiXB4kQF5835JMdQXHei5j85nASz_3p-rEDEh69zYAuvaY242RglfrHa8RftqilhgAYxPrzEYZfJrWJDS19FY0BWD234u6AnSDtK8h5eKrR5frEaMlrTsW5u6Y9Hetq84pHTH9bVl5AsGitBA5Xam00bA==&p=1&fvj=0&vjs=3
Business Analyst,"Bengaluru, Karnataka",IndianMoney.,0,0.0,10 months ago,,"Translate business needs to technology team.
Managing the framework and templates for organisation needed for enterprise operation.",https://www.indeed.co.in/rc/clk?jk=39862fa11fa34e8c&fccid=b3ef304bc231002b&vjs=3
Data Scientist,"Bengaluru, Karnataka",Micro Focus,0,0.0,30+ days ago,,"Identifies data sources, collects, transforms, and prepares large amounts of data for analysis.
Monitors and continuously improves the data sources, usability,…",https://www.indeed.co.in/rc/clk?jk=4147bbd1b933e16f&fccid=83cbd453678ade10&vjs=3
Software Test Analyst,"Bengaluru, Karnataka",FIS Global,0,0.0,23 days ago,,"Perform the data setup prior to testing.
Good knowledge on developing and analyzing test data and results.
Are you curious, motivated, and forward-thinking?",https://www.indeed.co.in/rc/clk?jk=a7ad82c49a3d3d07&fccid=728c395148e5a2db&vjs=3
Research Data Scientist,"Bengaluru, Karnataka",Analytics Quotient,0,0.0,30+ days ago,,"From data discovery/generation and feature.
Empower the growing AQ community to generate value from existing data.
In-line with AQ’s go-to-market strategy.",https://www.indeed.co.in/rc/clk?jk=95514a814ef543ee&fccid=e5080817b49c7cfb&vjs=3
Commission Analyst,"Bengaluru, Karnataka",NetApp,0,0.0,16 days ago,,The Commission Analyst will provide daily operational support for administering the TrueComp Commission processing activities.,https://www.indeed.co.in/rc/clk?jk=b1767c0900fc098c&fccid=77cec2f25f9bd7ed&vjs=3
Big Data Engineer - Bangalore,"Bengaluru, Karnataka",Intelact Business Solutions,0,0.0,30+ days ago,,"Experience building and optimizing - big data- data pipelines, architectures and data sets.
Big data engineer Data Engineer Hadoop spark sql postgres.",https://www.indeed.co.in/rc/clk?jk=fb539ea552a52807&fccid=34ce09faac99115f&vjs=3
CIEL/SEL/1942: Jr data scientist,"Bengaluru, Karnataka",CIEL HR Services,0,0.0,25 days ago,,"Experience with data visualization tools.
Understanding of data warehousing & databases is critical.
Curate and connect external data sets for broad enterprise…",https://www.indeed.co.in/rc/clk?jk=7b7339b69778d7c6&fccid=2b1e42f645eeaf1e&vjs=3
Data Scientist,"Bengaluru, Karnataka",Blute Labs,0,0.0,9 months ago,,"Data exploration, Data modeling and Data analysis.
Knowledge in data processing and analysis.
We are looking for the Data Scientist to Analyze & interpret data…",https://www.indeed.co.in/rc/clk?jk=43a3eabe6c5241be&fccid=3bcaaec49893d561&vjs=3
KYC/AML Analyst – Contractual,"Bengaluru, Karnataka",Bangalore Software Services,0,0.0,30 days ago,,"Provisioning of data related advice and enforcement of data standards in BAU.
The Data Management team plays a critical role in remediating existing clients…",https://www.indeed.co.in/rc/clk?jk=076a451d668981f4&fccid=b604fbefedd24848&vjs=3
DATA SCIENTIST,"Bengaluru, Karnataka",Melstar Information Technologies Limited,0,0.0,9 months ago,,"Ability to tell a clear, concise, actionable story with data.
Understanding of Big Data Technologies like Map Reduce and Hadoop.",https://www.indeed.co.in/rc/clk?jk=7215506de62d661f&fccid=ac242f22943b4931&vjs=3
